Id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
25567,29,housemaid,single,high.school,no,no,no,cellular,nov,wed,786,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
38230,54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,234,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,yes
30130,33,admin.,married,university.degree,no,no,no,cellular,apr,thu,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
2900,42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,378,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
11740,36,admin.,married,university.degree,no,unknown,unknown,telephone,jun,fri,71,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38339,33,self-employed,single,professional.course,no,yes,yes,telephone,oct,fri,193,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,no
35440,57,services,married,high.school,no,yes,yes,cellular,may,mon,473,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
31779,33,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,468,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
13528,36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,68,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40372,28,student,single,basic.9y,no,no,no,telephone,aug,wed,199,2,6,2,success,-1.7,94.027,-38.3,0.9,4991.6,no
24883,32,blue-collar,single,university.degree,unknown,yes,no,cellular,nov,tue,63,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
18117,25,admin.,single,high.school,no,no,no,cellular,jul,wed,55,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
14511,34,entrepreneur,married,high.school,unknown,no,no,cellular,jul,tue,924,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10040,39,admin.,single,high.school,no,no,no,telephone,jun,thu,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2559,51,entrepreneur,married,basic.9y,no,yes,no,telephone,may,tue,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39178,34,admin.,married,professional.course,no,yes,no,cellular,mar,thu,562,3,999,1,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
10944,29,self-employed,married,professional.course,no,no,no,telephone,jun,wed,632,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2263,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
2592,51,self-employed,married,professional.course,unknown,yes,yes,telephone,may,tue,139,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
4992,50,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,233,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
23978,41,admin.,married,university.degree,no,no,no,cellular,aug,fri,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7685,39,services,married,high.school,no,no,no,telephone,may,fri,110,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
2248,32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36825,24,blue-collar,single,unknown,no,no,yes,cellular,jun,mon,188,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
19206,32,technician,single,professional.course,no,no,no,cellular,aug,wed,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
27773,32,management,single,university.degree,no,yes,no,cellular,mar,mon,78,2,999,1,failure,-1.8,92.843,-50,1.703,5099.1,no
19237,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
355,43,unemployed,single,university.degree,no,no,no,telephone,may,mon,404,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35612,37,management,married,university.degree,no,no,no,cellular,may,mon,546,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
8301,53,admin.,married,high.school,no,no,no,telephone,jun,tue,177,26,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
13708,31,admin.,married,high.school,no,yes,no,cellular,jul,thu,244,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2691,48,admin.,married,university.degree,no,yes,yes,telephone,may,wed,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
23610,35,admin.,married,university.degree,no,yes,no,cellular,aug,thu,28,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1587,60,technician,married,university.degree,unknown,yes,no,telephone,may,fri,175,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
15031,24,services,single,high.school,no,no,no,cellular,jul,thu,20,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33769,43,management,married,university.degree,no,yes,no,cellular,may,wed,12,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
12809,25,technician,single,university.degree,no,no,no,cellular,jul,tue,460,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
18440,42,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,30,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
13651,39,admin.,married,high.school,no,yes,no,cellular,jul,thu,301,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
12140,41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
14754,33,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jul,wed,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
37489,39,unemployed,married,high.school,no,no,no,cellular,aug,thu,192,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
20793,30,admin.,married,university.degree,no,no,no,cellular,aug,wed,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20151,30,admin.,single,university.degree,no,no,yes,cellular,aug,mon,545,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
27525,53,blue-collar,married,basic.4y,no,no,no,cellular,nov,fri,122,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
23142,33,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,249,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18579,53,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,249,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
505,45,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
10218,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,103,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
11050,44,technician,married,high.school,no,yes,yes,telephone,jun,wed,491,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
35914,36,admin.,married,high.school,no,no,no,cellular,may,mon,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
36295,56,retired,divorced,university.degree,no,yes,no,cellular,jun,mon,164,1,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,no
14876,39,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,165,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
6848,33,admin.,married,university.degree,no,no,no,telephone,may,wed,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
16231,40,management,married,university.degree,no,yes,no,cellular,jul,tue,90,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40246,26,admin.,single,university.degree,no,no,no,cellular,jul,fri,196,1,9,3,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
3288,46,unknown,married,basic.6y,unknown,no,no,telephone,may,thu,51,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
27749,23,admin.,single,university.degree,no,yes,no,cellular,mar,thu,90,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,no
22892,42,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,692,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
11070,28,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1060,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
21882,29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,875,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
9487,54,blue-collar,unknown,basic.6y,unknown,no,no,telephone,jun,mon,832,18,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28080,39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,484,1,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,no
29993,65,self-employed,married,professional.course,no,no,no,telephone,apr,tue,110,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33348,46,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,84,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
15852,41,technician,married,unknown,no,no,no,cellular,jul,mon,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
3607,34,technician,married,professional.course,no,no,yes,telephone,may,fri,63,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
26748,35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,20,8,6,1,success,-0.1,93.2,-42,4.076,5195.8,no
3356,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,323,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
13537,56,admin.,married,basic.4y,unknown,yes,no,cellular,jul,thu,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9140,50,management,married,university.degree,no,no,no,telephone,jun,fri,114,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
3765,47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,fri,1161,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
21193,50,admin.,married,university.degree,no,yes,no,cellular,aug,mon,166,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18711,38,admin.,married,basic.6y,no,no,no,cellular,jul,thu,35,25,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
7839,25,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,60,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9503,37,admin.,single,university.degree,no,yes,no,telephone,jun,mon,540,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22247,56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,176,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33382,48,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,309,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,yes
12031,29,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,thu,243,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
10835,36,blue-collar,single,high.school,no,yes,no,telephone,jun,wed,835,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
40891,29,technician,married,professional.course,no,yes,no,cellular,oct,fri,319,1,5,2,success,-1.1,94.601,-49.5,0.972,4963.6,yes
7756,33,technician,married,professional.course,no,no,no,telephone,may,fri,120,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
17988,30,entrepreneur,single,university.degree,no,no,no,telephone,jul,tue,254,21,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10857,28,admin.,single,university.degree,no,no,no,telephone,jun,wed,156,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
32874,28,blue-collar,married,basic.6y,unknown,no,no,cellular,may,mon,68,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
32794,31,management,single,university.degree,no,yes,no,cellular,may,mon,125,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
12334,31,admin.,divorced,university.degree,no,yes,no,telephone,jul,fri,692,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
32222,39,admin.,divorced,university.degree,no,no,no,telephone,may,fri,44,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
1742,33,blue-collar,single,high.school,no,no,no,telephone,may,fri,164,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
5591,49,admin.,married,university.degree,no,yes,no,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31151,27,student,single,university.degree,no,no,no,cellular,may,wed,253,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
4452,31,technician,divorced,basic.9y,no,no,no,telephone,may,tue,235,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17333,30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,52,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26567,31,admin.,married,university.degree,no,no,no,cellular,nov,thu,282,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29426,32,services,married,high.school,no,yes,no,cellular,apr,mon,14,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31866,37,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,253,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
11949,47,admin.,married,university.degree,no,no,no,telephone,jun,mon,216,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
14553,36,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1615,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
22545,59,retired,married,university.degree,unknown,no,no,cellular,aug,fri,217,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32267,40,services,married,basic.4y,unknown,no,no,cellular,may,fri,139,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
39760,32,services,single,university.degree,no,no,yes,cellular,may,fri,473,3,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,yes
40188,59,technician,married,professional.course,no,yes,no,cellular,jul,fri,457,2,15,1,success,-1.7,94.215,-40.3,0.861,4991.6,yes
36379,47,management,married,basic.9y,no,no,no,cellular,jun,tue,309,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
7111,49,technician,married,professional.course,no,no,no,telephone,may,thu,417,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
490,34,technician,married,university.degree,no,yes,no,telephone,may,tue,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27496,49,management,married,university.degree,no,no,no,cellular,nov,fri,1036,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
39046,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,280,3,6,1,success,-3,92.713,-33,0.715,5023.5,yes
12065,32,services,single,high.school,no,no,no,telephone,jun,fri,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
33535,36,services,single,high.school,no,yes,no,cellular,may,tue,302,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
10159,36,services,married,high.school,no,yes,yes,telephone,jun,thu,602,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
21467,45,unknown,married,basic.9y,unknown,no,no,cellular,aug,tue,234,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29884,29,technician,single,unknown,no,no,no,cellular,apr,mon,415,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5734,34,blue-collar,married,basic.6y,no,no,yes,telephone,may,mon,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25490,46,management,divorced,high.school,no,no,no,cellular,nov,wed,499,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
15849,27,technician,single,high.school,no,yes,no,cellular,jul,mon,407,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
7903,47,management,divorced,university.degree,no,yes,yes,telephone,jun,mon,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
13881,52,housemaid,married,basic.4y,no,no,yes,cellular,jul,fri,183,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17101,45,technician,married,university.degree,no,yes,no,cellular,jul,fri,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5408,30,housemaid,married,high.school,unknown,yes,no,telephone,may,fri,67,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34133,30,technician,single,high.school,no,yes,no,cellular,may,wed,202,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
15680,49,management,married,university.degree,unknown,yes,no,cellular,jul,mon,37,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27307,41,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,45,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
17789,43,admin.,married,high.school,no,no,no,telephone,jul,tue,647,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2424,51,admin.,single,basic.6y,no,no,no,telephone,may,tue,470,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
26483,59,retired,married,professional.course,no,no,no,cellular,nov,thu,117,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
39514,46,admin.,married,high.school,no,yes,yes,cellular,apr,mon,128,2,6,2,success,-1.8,93.749,-34.6,0.645,5008.7,no
26187,33,admin.,single,university.degree,no,no,no,telephone,nov,thu,36,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
11028,29,technician,married,professional.course,no,no,no,telephone,jun,wed,129,10,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34102,35,services,single,high.school,no,no,no,telephone,may,wed,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33406,39,blue-collar,single,basic.6y,no,yes,no,cellular,may,tue,357,1,999,2,failure,-1.8,92.893,-46.2,1.291,5099.1,no
4429,41,management,married,university.degree,no,yes,no,telephone,may,tue,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
677,56,management,married,university.degree,no,yes,no,telephone,may,tue,75,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39499,32,admin.,single,university.degree,no,yes,yes,cellular,apr,fri,109,5,6,1,success,-1.8,93.749,-34.6,0.645,5008.7,no
13046,30,technician,single,professional.course,no,no,no,cellular,jul,tue,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
10532,33,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
14704,38,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,419,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30585,26,student,single,high.school,no,no,no,cellular,may,mon,716,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,yes
27355,37,technician,single,professional.course,no,yes,no,cellular,nov,fri,347,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
16379,30,management,married,university.degree,no,no,yes,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19523,38,services,single,high.school,no,yes,no,cellular,aug,thu,235,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
20091,44,admin.,married,high.school,no,yes,no,cellular,aug,mon,758,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
6613,50,management,married,university.degree,no,yes,no,telephone,may,wed,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
8830,27,admin.,single,university.degree,no,no,yes,telephone,jun,thu,263,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36904,60,retired,divorced,basic.4y,no,no,no,cellular,jun,mon,111,5,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
13681,45,blue-collar,divorced,high.school,unknown,no,no,cellular,jul,thu,323,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
20159,29,technician,married,university.degree,no,yes,no,cellular,aug,mon,242,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
530,36,admin.,married,high.school,no,no,no,telephone,may,tue,342,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28772,32,technician,married,university.degree,no,no,no,telephone,apr,thu,130,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
25895,46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,187,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
39017,70,retired,divorced,basic.9y,no,no,no,telephone,dec,wed,220,2,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,no
9765,34,technician,married,basic.6y,unknown,no,no,telephone,jun,mon,478,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28467,34,admin.,single,university.degree,no,no,no,cellular,apr,tue,142,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
10595,49,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,tue,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
20,30,unemployed,married,high.school,no,no,no,telephone,may,mon,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
16232,42,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,370,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
4776,34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
23695,53,management,married,university.degree,no,no,no,cellular,aug,thu,88,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1300,39,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,338,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6269,38,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,477,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27823,66,retired,married,basic.4y,no,yes,no,cellular,mar,thu,156,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,yes
20687,29,technician,married,university.degree,no,no,no,cellular,aug,wed,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
93,33,unemployed,married,basic.9y,no,no,no,telephone,may,mon,545,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30975,37,services,married,high.school,no,no,no,cellular,may,tue,378,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
26726,43,technician,married,professional.course,no,yes,yes,cellular,nov,thu,47,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
22198,30,technician,married,high.school,no,no,no,cellular,aug,thu,913,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
8560,46,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,77,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19372,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,996,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
28389,33,technician,single,university.degree,no,no,no,cellular,apr,thu,304,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
25604,43,management,married,university.degree,no,yes,yes,cellular,nov,wed,1084,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,yes
23230,48,admin.,married,professional.course,no,no,no,cellular,aug,tue,369,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31928,40,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
6794,30,management,single,university.degree,no,no,yes,telephone,may,wed,95,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34443,27,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,155,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
25499,37,management,married,university.degree,no,yes,no,cellular,nov,wed,140,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
4228,31,admin.,married,high.school,no,no,no,telephone,may,tue,16,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
171,36,services,married,high.school,unknown,no,no,telephone,may,mon,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25709,46,management,divorced,high.school,no,yes,yes,cellular,nov,wed,122,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
24005,42,self-employed,married,basic.4y,no,no,no,telephone,oct,fri,478,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,yes
24001,30,entrepreneur,married,university.degree,no,no,no,telephone,oct,fri,223,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,yes
16619,26,admin.,single,university.degree,no,no,no,cellular,jul,wed,203,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35169,41,services,married,basic.6y,no,yes,no,cellular,may,fri,394,10,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2740,51,services,married,high.school,no,yes,no,telephone,may,wed,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
450,57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25402,43,admin.,married,high.school,no,yes,no,telephone,nov,tue,82,6,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
16250,31,blue-collar,single,high.school,no,no,yes,cellular,jul,tue,241,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
13184,34,admin.,single,high.school,no,yes,no,cellular,jul,wed,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8686,52,management,divorced,university.degree,no,no,no,telephone,jun,wed,208,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19895,34,technician,married,professional.course,no,no,yes,cellular,aug,fri,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
21809,54,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
11138,41,unemployed,married,professional.course,no,yes,no,telephone,jun,thu,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
24555,55,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,179,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
15295,49,admin.,divorced,high.school,no,no,no,cellular,jul,thu,602,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
22061,30,admin.,married,university.degree,no,no,no,cellular,aug,wed,345,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
21016,34,technician,married,university.degree,no,no,no,telephone,aug,thu,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34702,38,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,299,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
13641,28,admin.,single,high.school,no,yes,no,telephone,jul,thu,123,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18317,36,management,married,university.degree,no,no,no,cellular,jul,wed,777,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
30119,47,services,married,high.school,no,yes,no,cellular,apr,wed,636,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,yes
